序号,位移响应
1031,4.867712967052285e-07
1032,4.846433298977097e-07
1033,4.831367018726161e-07
1034,4.822685412843619e-07
1035,4.820529416128732e-07
1036,4.825008917336488e-07
1037,4.836202214674141e-07
1038,4.854155623809003e-07
1039,4.878883240369465e-07
1040,4.910366858177665e-07
1041,4.948556043702739e-07
1042,4.993368366470794e-07
1043,5.044689784415698e-07
1044,5.102375182407839e-07
1045,5.166249061457998e-07
1046,5.236106375366031e-07
1047,5.311713510871112e-07
1048,5.39280940666552e-07
1049,5.479106805962322e-07
1050,5.570293636658877e-07
1051,5.666034512519688e-07
1052,5.765972348213659e-07
1053,5.869730080486747e-07
1054,5.976912487234236e-07
1055,6.08710809575859e-07
1056,6.19989117106196e-07
1057,6.314823774630957e-07
1058,6.431457883822635e-07
1059,6.549337561662175e-07
1060,6.668001166610653e-07
1061,6.786983591661439e-07
1062,6.905818521973006e-07
1063,7.024040700148131e-07
1064,7.141188188223963e-07
1065,7.256804615443702e-07
1066,7.370441400940604e-07
1067,7.481659940576464e-07
1068,7.590033747340374e-07
1069,7.695150534928886e-07
1070,7.79661423439212e-07
1071,7.894046934046607e-07
1072,7.987090733214078e-07
1073,8.075409500754955e-07
1074,8.158690529814641e-07
1075,8.236646080693373e-07
1076,8.309014804283576e-07
1077,8.375563039085745e-07
1078,8.436085975418556e-07
1079,8.490408681072016e-07
1080,8.538386983315979e-07
1081,8.579908202863393e-07
1082,8.614891736098216e-07
1083,8.643289482604868e-07
1084,8.665086115780625e-07
1085,8.68029919506552e-07
1086,8.688979119088154e-07
1087,8.691208919790989e-07
1088,8.687103898367015e-07
1089,8.676811104603119e-07
1090,8.660508661982254e-07
1091,8.638404941643773e-07
1092,8.610737589032974e-07
1093,8.577772407786721e-07
1094,8.539802106094972e-07
1095,8.497144911447554e-07
1096,8.450143060317714e-07
1097,8.399161169944266e-07
1098,8.344584499951466e-07
1099,8.286817112086141e-07
1100,8.226279936853468e-07
1101,8.163408756291776e-07
1102,8.098652112542443e-07
1103,8.032469152241973e-07
1104,7.96532741708293e-07
1105,7.897700591165678e-07
1106,7.830066215982088e-07
1107,7.762903384044208e-07
1108,7.696690422286374e-07
1109,7.63190257643382e-07
1110,7.569009707540263e-07
1111,7.508474011852565e-07
1112,7.450747775063355e-07
1113,7.396271171860062e-07
1114,7.345470121476289e-07
1115,7.298754209694004e-07
1116,7.256514687439512e-07
1117,7.219122555760652e-07
1118,7.186926746567918e-07
1119,7.160252408074564e-07
1120,7.139399303377101e-07
1121,7.124640330083648e-07
1122,7.116220168324676e-07
1123,7.114354063871467e-07
1124,7.119226752445223e-07
1125,7.130991530627152e-07
1126,7.149769478080053e-07
1127,7.175648835068457e-07
1128,7.208684538520984e-07
1129,7.248897919117527e-07
1130,7.296276561110656e-07
1131,7.350774325807739e-07
1132,7.412311538850803e-07
1133,7.480775340641771e-07
1134,7.556020198470423e-07
1135,7.637868578120798e-07
1136,7.726111771957556e-07
1137,7.820510879732895e-07
1138,7.920797937612339e-07
1139,8.026677190192991e-07
1140,8.137826499590599e-07
1141,8.25389888499798e-07
1142,8.374524185478268e-07
1143,8.499310838147212e-07
1144,8.627847763329623e-07
1145,8.7597063477432e-07
1146,8.894442516274328e-07
1147,9.031598882466174e-07
1148,9.170706967441723e-07
1149,9.311289476636141e-07
1150,9.452862623414247e-07
1151,9.59493848840303e-07
1152,9.737027403176762e-07
1153,9.878640346793449e-07
1154,1.001929134359854e-06
1155,1.0158499850684443e-06
1156,1.0295793123422547e-06
1157,1.0430708547568762e-06
1158,1.0562795926583784e-06
1159,1.0691619713003558e-06
1160,1.0816761172944928e-06
1161,1.0937820473133194e-06
1162,1.1054418680192284e-06
1163,1.116619966234242e-06
1164,1.1272831884101715e-06
1165,1.1374010085087519e-06
1166,1.146945683455483e-06
1167,1.155892395389377e-06
1168,1.1642193799929616e-06
1169,1.1719080402528039e-06
1170,1.1789430450698506e-06
1171,1.1853124122109513e-06
1172,1.191007575167544e-06
1173,1.1960234335644188e-06
1174,1.2003583868401781e-06
1175,1.2040143510013888e-06
1176,1.2069967583337684e-06
1177,1.2093145400359451e-06
1178,1.2109800918238274e-06
1179,1.2120092226360796e-06
1180,1.2124210866531893e-06
1181,1.2122380989238691e-06
1182,1.2114858349723178e-06
1183,1.210192914838431e-06
1184,1.2083908720791079e-06
1185,1.2061140083329953e-06
1186,1.2033992341220627e-06
1187,1.2002858966317075e-06
1188,1.1968155952756606e-06
1189,1.1930319859131042e-06
1190,1.188980574642312e-06
1191,1.1847085021477899e-06
1192,1.180264319625942e-06
1193,1.175697757357586e-06
1194,1.171059487033799e-06
1195,1.1664008789744788e-06
1196,1.1617737554067524e-06
1197,1.1572301409920748e-06
1198,1.1528220118074267e-06
1199,1.1486010439964366e-06
1200,1.1446183633109617e-06
1201,1.1409242967625541e-06
1202,1.1375681275961433e-06
1203,1.1345978547853784e-06
1204,1.1320599582303554e-06
1205,1.1299991708138919e-06
1206,1.1284582584425614e-06
1207,1.127477809162886e-06
1208,1.1270960324022386e-06
1209,1.1273485693377672e-06
1210,1.1282683153455666e-06
1211,1.129885255426468e-06
1212,1.1322263134443992e-06
1213,1.1353152159488797e-06
1214,1.1391723712845693e-06
1215,1.1438147646189428e-06
1216,1.1492558694437521e-06
1217,1.1555055760278052e-06
1218,1.1625701372178925e-06
1219,1.170452131901748e-06
1220,1.179150446362457e-06
1221,1.1886602736675373e-06
1222,1.198973131149206e-06
1223,1.2100768959447172e-06
1224,1.2219558584781356e-06
1225,1.2345907936776744e-06
1226,1.2479590496361266e-06
1227,1.2620346533365115e-06
1228,1.2767884329812711e-06
1229,1.2921881563814066e-06
1230,1.3081986847824752e-06
1231,1.324782141427566e-06
1232,1.341898094083809e-06
1233,1.3595037506887861e-06
1234,1.3775541672069427e-06
1235,1.3960024667240108e-06
1236,1.4148000687498283e-06
1237,1.4338969276470797e-06
1238,1.4532417790557305e-06
1239,1.472782393140412e-06
1240,1.4924658334510532e-06
1241,1.5122387201558153e-06
1242,1.5320474963799926e-06
1243,1.5518386963652295e-06
1244,1.5715592141501876e-06
1245,1.5911565714668384e-06
1246,1.6105791835459003e-06
1247,1.6297766215304985e-06
1248,1.6486998702091135e-06
1249,1.6673015797970826e-06
1250,1.6855363105202805e-06
1251,1.7033607687851645e-06
1252,1.7207340337558871e-06
1253,1.7376177732014444e-06
1254,1.7539764475239173e-06
1255,1.7697775009322357e-06
1256,1.7849915387845457e-06
1257,1.7995924901858892e-06
1258,1.813557754996102e-06
1259,1.8268683344754558e-06
1260,1.8395089448721949e-06
1261,1.8514681133364203e-06
1262,1.8627382556282267e-06
1263,1.8733157351746749e-06
1264,1.8832009031189813e-06
1265,1.8923981190964706e-06
1266,1.900915752564537e-06
1267,1.908766164607764e-06
1268,1.9159656702341095e-06
1269,1.922534481273029e-06
1270,1.928496630081355e-06
1271,1.9338798743569755e-06
1272,1.9387155834536806e-06
1273,1.9430386066821524e-06
1274,1.946887124172044e-06
1275,1.9503024809573246e-06
1276,1.9533290050317257e-06
1277,1.956013810202483e-06
1278,1.9584065846482173e-06
1279,1.9605593661604726e-06
1280,1.9625263051177163e-06
1281,1.9643634163050492e-06
1282,1.9661283207523596e-06
1283,1.9678799788175844e-06
1284,1.969678415790084e-06
1285,1.971584441331629e-06
1286,1.9736593641084793e-06
1287,1.9759647029981422e-06
1288,1.978561896277453e-06
1289,1.9815120102153473e-06
1290,1.984875448503425e-06
1291,1.9887116639603462e-06
1292,1.993078873941965e-06
1293,1.9980337808783023e-06
1294,2.003631299340394e-06
1295,2.009924291015332e-06
1296,2.016963308936258e-06
1297,2.024796352275766e-06
1298,2.03346863296648e-06
1299,2.0430223553613375e-06
1300,2.053496510088997e-06
1301,2.064926683196554e-06
1302,2.077344881603091e-06
1303,2.0907793758134453e-06
1304,2.105254560762637e-06
1305,2.1207908355776756e-06
1306,2.1374045029555693e-06
1307,2.1551076887645843e-06
1308,2.1739082823806696e-06
1309,2.1938098981726166e-06
1310,2.214811858449068e-06
1311,2.236909198077378e-06
1312,2.2600926908803096e-06
1313,2.284348897810792e-06
1314,2.3096602367991792e-06
1315,2.3360050740611847e-06
1316,2.363357836549058e-06
1317,2.3916891451238487e-06
1318,2.4209659679233033e-06
1319,2.4511517932986594e-06
1320,2.482206821594784e-06
1321,2.5140881749521695e-06
1322,2.5467501242168805e-06
1323,2.580144331956063e-06
1324,2.6142201104923614e-06
1325,2.648924693791266e-06
1326,2.6842035219611885e-06
1327,2.7200005370575863e-06
1328,2.756258488819651e-06
1329,2.792919248912012e-06
1330,2.8299241321940265e-06
1331,2.867214223496588e-06
1332,2.9047307083507143e-06
1333,2.9424152060839785e-06
1334,2.9802101036802176e-06
1335,3.0180588887850034e-06
1336,3.05590648023432e-06
1337,3.0936995544867183e-06
1338,3.1313868663501166e-06
1339,3.1689195624131592e-06
1340,3.2062514856178087e-06
1341,3.243339469444575e-06
1342,3.2801436202241033e-06
1343,3.3166275861389744e-06
1344,3.3527588115369944e-06
1345,3.388508775242083e-06
1346,3.423853211620507e-06
1347,3.458772313238612e-06
1348,3.4932509140330467e-06
1349,3.5272786520051366e-06
1350,3.56085011054762e-06
1351,3.5939649376134225e-06
1352,3.6266279420426075e-06
1353,3.6588491664743332e-06
1354,3.6906439363850205e-06
1355,3.7220328849117793e-06
1356,3.7530419532405497e-06
1357,3.7837023664611766e-06
1358,3.8140505849158467e-06
1359,3.844128231192726e-06
1360,3.873981993042355e-06
1361,3.903663502620001e-06
1362,3.933229192582085e-06
1363,3.962740129688095e-06
1364,3.992261826681246e-06
1365,4.02186403333971e-06
1366,4.051620507706284e-06
1367,4.0816087686162746e-06
1368,4.111909830750986e-06
1369,4.142607923547097e-06
1370,4.173790195389465e-06
1371,4.205546404606273e-06
1372,4.237968598870381e-06
1373,4.2711507846887225e-06
1374,4.305188588732093e-06
1375,4.340178912820559e-06
1376,4.376219584434242e-06
1377,4.413409004665248e-06
1378,4.451845795563746e-06
1379,4.491628448859218e-06
1380,4.532854978056435e-06
1381,4.575622575914966e-06
1382,4.620027279320149e-06
1383,4.666163643542971e-06
1384,4.714124427865864e-06
1385,4.764000294520894e-06
1386,4.8158795228464756e-06
1387,4.8698477405184175e-06
1388,4.925987673651151e-06
1389,4.984378917495193e-06
1390,5.045097729377932e-06
1391,5.108216845446442e-06
1392,5.173805322673995e-06
1393,5.241928407486095e-06
1394,5.312647432248045e-06
1395,5.38601974073441e-06
1396,5.462098643571621e-06
1397,5.540933404509294e-06
1398,5.622569258233644e-06
1399,5.70704746028853e-06
1400,5.794405369516784e-06
1401,5.884676563276679e-06
1402,5.977890985527457e-06
1403,6.0740751277128274e-06
1404,6.17325224220455e-06
1405,6.275442587899295e-06
1406,6.380663707392064e-06
1407,6.488930734979223e-06
1408,6.600256734574625e-06
1409,6.714653066453518e-06
1410,6.832129781572676e-06
1411,6.952696042051147e-06
1412,7.076360566235986e-06
1413,7.203132096621082e-06
1414,7.333019888736473e-06
1415,7.466034218980107e-06
1416,7.602186909225424e-06
1417,7.741491865906431e-06
1418,7.883965631158332e-06
1419,8.02962794347653e-06
1420,8.178502305250728e-06
1421,8.330616554434503e-06
1422,8.486003437524667e-06
1423,8.6447011809495e-06
1424,8.806754057900803e-06
1425,8.972212947592565e-06
1426,9.141135883888947e-06
1427,9.31358859021635e-06
1428,9.489644997659693e-06
1429,9.669387743140882e-06
1430,9.85290864458895e-06
1431,1.0040309150035872e-05
1432,1.02317007576102e-05
1433,1.0427205403452434e-05
1434,1.0626955814640866e-05
1435,1.0831095824295418e-05
1436,1.103978064611852e-05
1437,1.1253177105737035e-05
1438,1.147146382632702e-05
1439,1.1694831366133158e-05
1440,1.192348230563729e-05
1441,1.2157631282284795e-05
1442,1.239750497084283e-05
1443,1.2643342007641187e-05
1444,1.2895392857133061e-05
1445,1.3153919619409312e-05
1446,1.3419195777505162e-05
1447,1.369150588355214e-05
1448,1.3971145183048938e-05
1449,1.4258419176753297e-05
1450,1.4553643119930917e-05
1451,1.4857141458936463e-05
1452,1.5169247205345525e-05
1453,1.5490301248102946e-05
1454,1.582065160440256e-05
1455,1.6160652610263963e-05
1456,1.6510664052023502e-05
1457,1.6871050240207744e-05
1458,1.7242179027507027e-05
1459,1.762442077281443e-05
1460,1.8018147253538813e-05
1461,1.8423730528640692e-05
1462,1.8841541755073753e-05
1463,1.9271949960542675e-05
1464,1.9715320775709208e-05
1465,2.017201512919048e-05
1466,2.0642387908897708e-05
1467,2.112678659345684e-05
1468,2.162554985763558e-05
1469,2.2139006155872757e-05
1470,2.2667472288164674e-05
1471,2.3211251952709203e-05
1472,2.3770634289839928e-05
1473,2.4345892421900834e-05
1474,2.4937281993813773e-05
1475,2.5545039719178457e-05
1476,2.616938193681491e-05
1477,2.6810503182712862e-05
1478,2.746857478238968e-05
1479,2.814374346867829e-05
1480,2.8836130029969268e-05
1481,2.9545827993915865e-05
1482,3.0272902351577466e-05
1483,3.101738832692654e-05
1484,3.177929019657458e-05
1485,3.255858016448616e-05
1486,3.335519729634593e-05
1487,3.4169046518120964e-05
1488,3.499999768322208e-05
1489,3.584788471251161e-05
1490,3.6712504811232296e-05
1491,3.759361776674385e-05
1492,3.8490945330748914e-05
1493,3.940417068947178e-05
1494,4.0332938025019305e-05
1495,4.12768521709071e-05
1496,4.223547836447373e-05
1497,4.32083420986343e-05
1498,4.419492907514184e-05
1499,4.519468526123123e-05
1500,4.620701705121883e-05
1501,4.723129153431888e-05
1502,4.8266836869620784e-05
1503,4.931294276884609e-05
1504,5.036886108717496e-05
1505,5.1433806522097785e-05
1506,5.250695741991149e-05
1507,5.35874566891413e-05
1508,5.467441281982993e-05
1509,5.5766901007297594e-05
1510,5.686396437863939e-05
1511,5.79646153198929e-05
1512,5.90678369014788e-05
1513,6.0172584399192354e-05
1514,6.127778690770632e-05
1515,6.238234904323313e-05
1516,6.348515273169425e-05
1517,6.458505907844944e-05
1518,6.568091031535891e-05
1519,6.677153182067965e-05
1520,6.785573420704033e-05
1521,6.893231547249518e-05
1522,7.000006320942739e-05
1523,7.105775686585954e-05
1524,7.210417005352976e-05
1525,7.313807289691142e-05
1526,7.415823441719182e-05
1527,7.516342494507873e-05
1528,7.61524185561779e-05
1529,7.712399552257818e-05
1530,7.80769447741918e-05
1531,7.901006636333145e-05
1532,7.992217392595798e-05
1533,8.081209713300642e-05
1534,8.167868412519135e-05
1535,8.252080392470898e-05
1536,8.333734881728802e-05
1537,8.412723669809847e-05
1538,8.48894133751042e-05
1539,8.562285482354298e-05
1540,8.632656938533567e-05
1541,8.699959990736198e-05
1542,8.764102581269922e-05
1543,8.824996509909401e-05
1544,8.882557625913155e-05
1545,8.936706011677888e-05
1546,8.987366157520626e-05
1547,9.034467127103533e-05
1548,9.077942713042464e-05
1549,9.11773158226752e-05
1550,9.153777410732958e-05
1551,9.18602900710376e-05
1552,9.214440425077602e-05
1553,9.238971064033191e-05
1554,9.259585757729424e-05
1555,9.276254850813896e-05
1556,9.288954262934312e-05
1557,9.297665540281844e-05
1558,9.30237589443167e-05
1559,9.30307822838224e-05
1560,9.299771149731719e-05
1561,9.29245897096685e-05
1562,9.281151696876427e-05
1563,9.26586499913841e-05
1564,9.246620178166342e-05
1565,9.223444112336934e-05
1566,9.196369194756659e-05
1567,9.165433257760342e-05
1568,9.130679485369377e-05
1569,9.092156313970932e-05
1570,9.049917321512538e-05
1571,9.004021105538142e-05
1572,8.954531150422625e-05
1573,8.901515684191341e-05
1574,8.845047525339387e-05
1575,8.785203920092351e-05
1576,8.722066370575589e-05
1577,8.655720454382982e-05
1578,8.586255636058338e-05
1579,8.513765071023242e-05
1580,8.438345402503833e-05
1581,8.360096552026118e-05
1582,8.27912150406451e-05
1583,8.195526085441597e-05
1584,8.109418740088461e-05
1585,8.020910299784271e-05
1586,7.93011375150132e-05
1587,7.837144001987057e-05
1588,7.742117640218167e-05
1589,7.645152698363204e-05
1590,7.546368411889636e-05
1591,7.445884979448864e-05
1592,7.343823323168106e-05
1593,7.240304849971789e-05
1594,7.135451214546774e-05
1595,7.029384084555632e-05
1596,6.922224908690218e-05
1597,6.814094688144198e-05
1598,6.70511375206772e-05
1599,6.595401537550436e-05
1600,6.485076374660574e-05
1601,6.374255277047607e-05
1602,6.263053738594662e-05
1603,6.151585536583975e-05
1604,6.039962541814692e-05
1605,5.9282945360870714e-05
1606,5.816689037440952e-05
1607,5.705251133509049e-05
1608,5.594083323317672e-05
1609,5.483285367838519e-05
1610,5.372954149565746e-05
1611,5.263183541362462e-05
1612,5.154064284790281e-05
1613,5.0456838781047094e-05
1614,4.938126474068128e-05
1615,4.8314727877008183e-05
1616,4.725800014059363e-05
1617,4.6211817561005144e-05
1618,4.517687962657734e-05
1619,4.415384876526894e-05
1620,4.31433499262735e-05
1621,4.21459702617488e-05
1622,4.116225890773624e-05
1623,4.0192726863058204e-05
1624,3.923784696470207e-05
1625,3.829805395793142e-05
1626,3.737374465910475e-05
1627,3.646527820893257e-05
1628,3.557297641366458e-05
1629,3.469712417147197e-05
1630,3.3837969981073816e-05
1631,3.2995726529455045e-05
1632,3.217057135533394e-05
1633,3.136264758486182e-05
1634,3.057206473587669e-05
1635,2.979889958688569e-05
1636,2.904319710682045e-05
1637,2.8304971441491683e-05
1638,2.758420695256957e-05
1639,2.6880859304830065e-05
1640,2.6194856597337543e-05
1641,2.5526100534179864e-05
1642,2.487446763033304e-05
1643,2.4239810448209478e-05
1644,2.3621958860435977e-05
1645,2.302072133441479e-05
1646,2.243588623424331e-05
1647,2.1867223135605038e-05
1648,2.1314484149295158e-05
1649,2.077740524910996e-05
1650,2.0255707599906534e-05
1651,1.9749098881732365e-05
1652,1.9257274606026746e-05
1653,1.8779919420012947e-05
1654,1.8316708395526624e-05
1655,1.7867308298663867e-05
1656,1.7431378836780112e-05
1657,1.7008573879528107e-05
1658,1.6598542650788836e-05
1659,1.6200930888522764e-05
1660,1.581538196974937e-05
1661,1.5441537998049586e-05
1662,1.5079040851178654e-05
1663,1.4727533186573363e-05
1664,1.4386659402739315e-05
1665,1.4056066554707502e-05
1666,1.3735405221956277e-05
1667,1.3424330327402666e-05
1668,1.3122501906275592e-05
1669,1.2829585823892306e-05
1670,1.254525444156702e-05
1671,1.2269187230086851e-05
1672,1.2001071330394086e-05
1673,1.1740602061314338e-05
1674,1.1487483374367212e-05
1675,1.1241428255888617e-05
1676,1.1002159076881063e-05
1677,1.0769407891190221e-05
1678,1.054291668278109e-05
1679,1.0322437563055886e-05
1680,1.0107732919316724e-05
1681,9.898575515629642e-06
1682,9.694748547491242e-06
1683,9.496045651835799e-06
1684,9.302270874047778e-06
